,MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,GrossCollection,Certification,votes
1312,The Great Wall, Matt Damon, Tian Jing, Willem Dafoe, Andy Lau,Action, Adventure, Fantasy,45.54,PG-13 ,"140,403"
1313,The Wandering Earth, Jing Wu, Chuxiao Qu, Guangjie Li, Man-Tat Ng,Action, Adventure, Sci-Fi,5.88,TV-MA ,"33,821"
1314,Jurassic Park III, Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola,Action, Adventure, Sci-Fi,181.17,PG-13 ,"330,153"
1315,Teenage Mutant Ninja Turtles: Out of the Shadows, Megan Fox, Will Arnett, Tyler Perry, Laura Linney,Action, Adventure, Comedy,82.05,PG-13 ,"95,952"
1316,Into the Blue, Paul Walker, Jessica Alba, Scott Caan, Ashley Scott,Action, Adventure, Crime,18.47,PG-13 ,"77,967"
1317,London Has Fallen, Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett,Action, Thriller,Nan,62.68,R ,"163,567"
1318,The 6th Day, Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker,Action, Mystery, Sci-Fi,34.60,PG-13 ,"125,029"
1319,Iron Sky, Julia Dietze, Christopher Kirby, Götz Otto, Udo Kier,Action, Adventure, Comedy,Nan,R ,"95,347"
1320,Six Days Seven Nights, Harrison Ford, Anne Heche, David Schwimmer, Jacqueline Obradors,Action, Adventure, Comedy,74.33,PG-13 ,"80,448"
1321,The Rookie, Clint Eastwood, Charlie Sheen, Raul Julia, Sonia Braga,Action, Crime, Drama,21.63,R ,"28,253"
1322,The Brothers Grimm, Matt Damon, Heath Ledger, Monica Bellucci, Petr Ratimec,Action, Adventure, Comedy,37.92,PG-13 ,"123,779"
1323,Doomsday, Rhona Mitra, Bob Hoskins, Alexander Siddig, Caryn Peterson,Action, Sci-Fi, Thriller,10.96,R ,"78,529"
1324,Star Wars: The Clone Wars, Matt Lanter, Nika Futterman, Tom Kane, Ashley Eckstein,Animation, Action, Adventure,35.16,PG ,"69,103"
1325,The Black Hole, Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms,Action, Sci-Fi,Nan,Nan,PG ,"26,768"
1326,The Golden Child, Eddie Murphy, J.L. Reate, Charles Dance, Charlotte Lewis,Action, Adventure, Comedy,79.82,PG-13 ,"57,641"
1327,Passenger 57, Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher,Action, Crime, Thriller,44.07,R ,"49,376"
1328,Vertical Limit, Scott Glenn, Chris O'Donnell, Bill Paxton, Robin Tunney,Action, Adventure, Drama,69.24,PG-13 ,"63,222"
1329,Keeping Up with the Joneses, Zach Galifianakis, Isla Fisher, Jon Hamm, Gal Gadot,Action, Comedy,Nan,14.90,PG-13 ,"65,028"
1330,The Legend of Zorro, Antonio Banderas, Catherine Zeta-Jones, Rufus Sewell, Alberto Reyes,Action, Adventure, Romance,46.46,PG ,"104,733"
1331,Abraham Lincoln: Vampire Hunter, Benjamin Walker, Rufus Sewell, Dominic Cooper, Anthony Mackie,Action, Fantasy, Horror,37.52,R ,"158,462"
1332,Daylight, Sylvester Stallone, Amy Brenneman, Viggo Mortensen, Dan Hedaya,Action, Adventure, Drama,33.02,PG-13 ,"74,701"
1333,The One, Jet Li, Carla Gugino, Delroy Lindo, Jason Statham,Action, Sci-Fi, Thriller,43.91,PG-13 ,"93,933"
1334,Punisher: War Zone, Ray Stevenson, Dominic West, Julie Benz, Doug Hutchison,Action, Crime, Drama,8.05,R ,"65,067"
1335,The Fan, Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo,Action, Drama, Sport,18.57,R ,"49,902"
1336,Firefox, Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke,Action, Adventure, Thriller,46.71,PG ,"28,348"
1337,Braven, Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang,Action, Thriller,Nan,Nan,R ,"40,762"
1338,Domino, Keira Knightley, Mickey Rourke, Edgar Ramírez, Rizz Abbasi,Action, Biography, Crime,10.17,R ,"68,336"
1339,Red Tails, Cuba Gooding Jr., Gerald McRaney, David Oyelowo, Andre Royo,Action, Drama, History,49.88,PG-13 ,"36,319"
1340,Timecop, Jean-Claude Van Damme, Mia Sara, Ron Silver, Bruce McGill,Action, Crime, Sci-Fi,44.85,R ,"61,467"
1341,Gone, Amanda Seyfried, Jennifer Carpenter, Wes Bentley, Daniel Sunjata,Action, Adventure, Mystery,11.65,PG-13 ,"45,251"
1342,Undercover Brother, Eddie Griffin, Denise Richards, Aunjanue Ellis-Taylor, Chris Kattan,Action, Comedy,Nan,38.23,PG-13 ,"35,602"
1343,3000 Miles to Graceland, Kurt Russell, Kevin Costner, Courteney Cox, Christian Slater,Action, Comedy, Crime,15.74,R ,"47,743"
1344,Another 48 Hrs, Eddie Murphy, Nick Nolte, Brion James, Kevin Tighe,Action, Comedy, Crime,80.82,R ,"43,067"
1345,Fatman, Mel Gibson, Walton Goggins, Marianne Jean-Baptiste, Chance Hurstfield,Action, Adventure, Comedy,Nan,R ,"27,759"
1346,Ride Along 2, Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt,Action, Comedy, Crime,91.22,PG-13 ,"60,903"
1347,Men at Work, Charlie Sheen, Emilio Estevez, Leslie Hope, Keith David,Action, Comedy, Crime,16.25,PG-13 ,"25,649"
1348,Kidnap, Halle Berry, Sage Correa, Chris McGinn, Lew Temple,Action, Crime, Thriller,30.72,R ,"38,097"
1349,Fortress, Christopher Lambert, Loryn Locklin, Kurtwood Smith, Clifton Collins Jr.,Action, Crime, Sci-Fi,6.74,R ,"29,626"
1350,Sanctum, Rhys Wakefield, Allison Cratchley, Christopher James Baker, Richard Roxburgh,Action, Adventure, Drama,23.07,R ,"56,405"
1351,Hard Rain, Morgan Freeman, Christian Slater, Randy Quaid, Minnie Driver,Action, Crime, Drama,19.82,R ,"36,352"
1352,The Double, Richard Gere, Topher Grace, Martin Sheen, Tamer Hassan,Action, Crime, Drama,Nan,PG-13 ,"31,007"
1353,Tiger Lives, Salman Khan, Katrina Kaif, Paresh Rawal, Kumud Mishra,Action, Adventure, Thriller,5.56,Not Rated ,"30,990"
1354,Ghosted, Chris Evans, Ana de Armas, Adrien Brody, Mike Moh,Action, Adventure, Comedy,Nan,PG-13 ,"38,577"
1355,The School for Good and Evil, Kit Young, Sophia Anne Caruso, Cate Blanchett, Liam Woon,Action, Comedy, Drama,Nan,PG-13 ,"31,357"
1356,Oldboy, Josh Brolin, Elizabeth Olsen, Samuel L. Jackson, Sharlto Copley,Action, Drama, Mystery,2.19,R ,"78,170"
1357,Battleship, Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna,Action, Adventure, Sci-Fi,65.42,PG-13 ,"252,140"
1358,The League of Extraordinary Gentlemen, Sean Connery, Stuart Townsend, Peta Wilson, Jason Flemyng,Action, Adventure, Fantasy,66.47,PG-13 ,"179,565"
1359,2012, John Cusack, Thandiwe Newton, Chiwetel Ejiofor, Amanda Peet,Action, Adventure, Sci-Fi,166.11,PG-13 ,"385,939"
1360,xXx, Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson,Action, Adventure, Thriller,142.11,PG-13 ,"182,868"
1361,Clash of the Titans, Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng,Action, Adventure, Fantasy,163.21,PG-13 ,"286,961"
1362,The Man from Toronto, Kevin Hart, Woody Harrelson, Jasmine Mathews, Kaley Cuoco,Action, Adventure, Comedy,Nan,PG-13 ,"53,486"
1363,Teenage Mutant Ninja Turtles, Megan Fox, Will Arnett, William Fichtner, Noel Fisher,Action, Adventure, Comedy,191.20,PG-13 ,"214,467"
1364,Haywire, Gina Carano, Ewan McGregor, Michael Fassbender, Michael Angarano,Action, Drama, Thriller,18.94,R ,"88,333"
1365,Species, Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina,Action, Horror, Sci-Fi,60.07,R ,"82,306"
1366,Mortal Kombat, Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa,Action, Adventure, Fantasy,70.45,PG-13 ,"120,938"
1367,Noah, Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson,Action, Adventure, Drama,101.20,PG-13 ,"260,551"
1368,Troll, Ine Marie Wilmann, Kim Falck, Mads Sjøgård Pettersen, Gard B. Eidsvold,Action, Adventure, Drama,Nan,TV-14 ,"44,465"
1369,End of Days, Arnold Schwarzenegger, Gabriel Byrne, Robin Tunney, Kevin Pollak,Action, Fantasy, Horror,66.89,R ,"113,264"
1370,Cobra, Sylvester Stallone, Brigitte Nielsen, Reni Santoni, Andrew Robinson,Action, Crime, Thriller,49.04,R ,"76,374"
1371,Hollow Man, Kevin Bacon, Elisabeth Shue, Josh Brolin, Kim Dickens,Action, Horror, Sci-Fi,73.21,R ,"134,362"
1372,Journey to the Center of the Earth, Brendan Fraser, Josh Hutcherson, Aníta Briem, Seth Meyers,Action, Adventure, Family,101.70,PG ,"126,908"
1373,Blade: Trinity, Wesley Snipes, Kris Kristofferson, Parker Posey, Ryan Reynolds,Action, Horror, Sci-Fi,52.41,R ,"182,492"
1374,Pride and Prejudice and Zombies, Lily James, Sam Riley, Jack Huston, Bella Heathcote,Action, Comedy, Fantasy,10.91,PG-13 ,"58,341"
1375,The Host, Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger,Action, Adventure, Drama,26.63,PG-13 ,"116,767"
1376,Lake Placid, Bridget Fonda, Bill Pullman, Oliver Platt, Brendan Gleeson,Action, Comedy, Horror,31.77,R ,"63,234"
1377,Without Remorse, Michael B. Jordan, Jodie Turner-Smith, Jamie Bell, Guy Pearce,Action, Thriller, War,Nan,R ,"60,990"
1378,The Mortal Instruments: City of Bones, Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West,Action, Adventure, Fantasy,31.17,PG-13 ,"136,319"
1379,Extinction, Michael Peña, Lizzy Caplan, Amelia Crouch, Erica Tremblay,Action, Drama, Sci-Fi,Nan,TV-MA ,"55,049"
1380,RoboCop 2, Peter Weller, Nancy Allen, Belinda Bauer, Dan O'Herlihy,Action, Crime, Sci-Fi,45.68,R ,"89,062"
1381,Wild Hogs, Tim Allen, Martin Lawrence, John Travolta, William H. Macy,Action, Adventure, Comedy,168.27,PG-13 ,"120,852"
1382,Straw Dogs, James Marsden, Kate Bosworth, Alexander Skarsgård, James Woods,Action, Drama, Thriller,10.32,R ,"35,148"
1383,Rambo III, Sylvester Stallone, Richard Crenna, Marc de Jonge, Kurtwood Smith,Action, Adventure, Thriller,53.72,R ,"135,387"
1384,Over the Top, Sylvester Stallone, Robert Loggia, Susan Blakely, Rick Zumwalt,Action, Drama, Sport,16.06,PG ,"56,724"
1385,1941, John Belushi, Dan Aykroyd, Treat Williams, Nancy Allen,Action, Comedy, War,31.76,PG ,"34,975"
1386,Resident Evil: Afterlife, Milla Jovovich, Ali Larter, Wentworth Miller, Kim Coates,Action, Horror, Sci-Fi,60.13,R ,"175,093"
1387,Around the World in 80 Days, Jackie Chan, Steve Coogan, Jim Broadbent, Kathy Bates,Action, Adventure, Comedy,24.01,PG ,"92,168"
1388,Skyscraper, Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller,Action, Adventure, Thriller,68.42,PG-13 ,"126,584"
1389,Morgan, Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare,Action, Horror, Sci-Fi,3.91,R ,"44,783"
1390,Into the Storm, Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon,Action, Adventure, Drama,47.60,PG-13 ,"70,022"
1391,Striking Distance, Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore,Action, Crime, Mystery,23.80,R ,"44,282"
1392,The Green Hornet, Seth Rogen, Jay Chou, Christoph Waltz, Cameron Diaz,Action, Comedy, Crime,98.78,PG-13 ,"162,483"
1393,Hard to Kill, Steven Seagal, Kelly LeBrock, William Sadler, Frederick Coffin,Action, Crime, Drama,47.41,R ,"31,251"
1394,Reindeer Games, Ben Affleck, Gary Sinise, Charlize Theron, James Frain,Action, Adventure, Crime,23.36,R ,"41,195"
1395,Sudden Death, Jean-Claude Van Damme, Powers Boothe, Raymond J. Barry, Whittni Wright,Action, Crime, Thriller,20.35,R ,"35,796"
1396,The Gunman, Sean Penn, Idris Elba, Jasmine Trinca, Javier Bardem,Action, Adventure, Crime,10.64,R ,"42,305"
1397,Cirque du Freak: The Vampire's Assistant, Chris Massoglia, John C. Reilly, Salma Hayek, Josh Hutcherson,Action, Adventure, Fantasy,14.05,PG-13 ,"47,238"
1398,Cradle 2 the Grave, Jet Li, DMX, Mark Dacascos, Anthony Anderson,Action, Crime, Drama,34.71,R ,"45,775"
1399,Air America, Mel Gibson, Robert Downey Jr., Nancy Travis, Ken Jenkins,Action, Comedy, War,31.05,R ,"29,599"
1400,Bulletproof, Damon Wayans, Adam Sandler, James Caan, Jeep Swenson,Action, Comedy, Crime,21.16,R ,"39,232"
1401,Firewall, Harrison Ford, Virginia Madsen, Paul Bettany, Carly Schroeder,Action, Crime, Thriller,48.75,PG-13 ,"58,704"
1402,Taxi 3, Samy Naceri, Frédéric Diefenthal, Bernard Farcy, Bai Ling,Action, Comedy, Crime,0.50,Not Rated ,"44,187"
1403,Samrat Prithviraj, Akshay Kumar, Sanjay Dutt, Manushi Chhillar, Ashutosh Rana,Action, Drama, History,Nan,UA ,"53,136"
1404,Murder Mystery 2, Adam Sandler, Jennifer Aniston, Mark Strong, Mélanie Laurent,Action, Comedy, Crime,Nan,PG-13 ,"51,310"
1405,Mechanic: Resurrection, Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh,Action, Adventure, Crime,21.22,R ,"88,391"
1406,The Matrix Resurrections, Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II, Jonathan Groff,Action, Sci-Fi,Nan,Nan,R ,"260,784"
1407,Mulan, Liu Yifei, Donnie Yen, Gong Li, Jet Li,Action, Adventure, Drama,Nan,PG-13 ,"152,516"
1408,Escape Room: Tournament of Champions, Taylor Russell, Logan Miller, Deborah Ann Woll, Thomas Cocquerel,Action, Adventure, Horror,25.19,PG-13 ,"51,301"
1409,Army of the Dead, Dave Bautista, Ella Purnell, Ana de la Reguera, Omari Hardwick,Action, Crime, Drama,1.00,R ,"178,237"
1410,G, Dwayne Johnson, Channing Tatum, Adrianne Palicki, Lee Byung-hun,Action, Adventure, Sci-Fi,122.52,PG-13 ,"184,350"
1411,G, Dennis Quaid, Channing Tatum, Marlon Wayans, Adewale Akinnuoye-Agbaje,Action, Adventure, Sci-Fi,152.27,PG-13 ,"211,815"
1412,Planet of the Apes, Mark Wahlberg, Helena Bonham Carter, Tim Roth, Michael Clarke Duncan,Action, Adventure, Sci-Fi,180.01,PG-13 ,"223,525"
1413,Memory, Liam Neeson, Guy Pearce, Taj Atwal, Harold Torres,Action, Crime, Thriller,Nan,R ,"30,126"
1414,X-Men: Dark Phoenix, James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult,Action, Adventure, Sci-Fi,65.85,PG-13 ,"194,265"
1415,Pan, Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara,Action, Adventure, Comedy,35.09,PG ,"65,852"
1416,The Three Musketeers, Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich,Action, Adventure, Fantasy,20.38,PG-13 ,"109,793"
1417,Samaritan, Sylvester Stallone, Javon 'Wanna' Walton, Pilou Asbæk, Dascha Polanco,Action, Drama, Fantasy,Nan,PG-13 ,"50,117"
1418,Freddy vs, Robert Englund, Ken Kirzinger, Kelly Rowland, Monica Keena,Action, Horror,Nan,82.62,R ,"122,796"
1419,Bloodshot, Vin Diesel, Eiza González, Sam Heughan, Toby Kebbell,Action, Adventure, Sci-Fi,12.56,PG-13 ,"81,044"
1420,Fantastic Four, Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba,Action, Adventure, Fantasy,154.70,PG-13 ,"335,817"
1421,Chaos Walking, Tom Holland, Daisy Ridley, Demián Bichir, David Oyelowo,Action, Adventure, Fantasy,13.29,PG-13 ,"52,505"
1422,Hitman: Agent 47, Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds,Action, Crime, Thriller,22.47,R ,"93,234"
1423,Underworld: Blood Wars, Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver,Action, Adventure, Fantasy,30.35,R ,"78,316"
1424,Lara Croft: Tomb Raider, Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor,Action, Adventure, Fantasy,131.14,PG-13 ,"213,663"
1425,Buffy the Vampire Slayer, Kristy Swanson, Donald Sutherland, Paul Reubens, Rutger Hauer,Action, Comedy, Fantasy,16.62,PG-13 ,"46,917"
1426,Journey 2: The Mysterious Island, Josh Hutcherson, Dwayne Johnson, Michael Caine, Luis Guzmán,Action, Adventure, Comedy,103.86,PG ,"107,842"
1427,Only God Forgives, Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown,Action, Crime, Drama,0.78,R ,"115,005"
1428,Fool's Gold, Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena,Action, Adventure, Comedy,70.23,PG-13 ,"82,032"
1429,Cutthroat Island, Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin,Action, Adventure, Comedy,10.02,PG-13 ,"29,303"
1430,Allegiant, Shailene Woodley, Theo James, Jeff Daniels, Naomi Watts,Action, Adventure, Mystery,66.18,PG-13 ,"127,413"
1431,The Darkest Minds, Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson,Action, Adventure, Drama,12.70,PG-13 ,"33,941"
1432,Gemini Man, Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong,Action, Sci-Fi, Thriller,48.55,PG-13 ,"116,651"
1433,Wrath of the Titans, Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes,Action, Adventure, Fantasy,83.67,PG-13 ,"192,144"
1434,Gamer, Gerard Butler, Michael C. Hall, Ludacris, Amber Valletta,Action, Sci-Fi, Thriller,20.49,R ,"137,297"
1435,Escape from L, Kurt Russell, Steve Buscemi, Stacy Keach, A.J. Langer,Action, Adventure, Sci-Fi,25.48,R ,"77,530"
1436,The Do-Over, Adam Sandler, David Spade, Paula Patton, Kathryn Hahn,Action, Adventure, Comedy,Nan,TV-MA ,"48,836"
1437,Poseidon, Richard Dreyfuss, Kurt Russell, Emmy Rossum, Josh Lucas,Action, Adventure, Thriller,60.67,PG-13 ,"107,290"
1438,Battle Los Angeles, Aaron Eckhart, Michelle Rodriguez, Bridget Moynahan, Ramón Rodríguez,Action, Adventure, Sci-Fi,83.55,PG-13 ,"182,477"
1439,Beckett, John David Washington, Boyd Holbrook, Vicky Krieps, Alicia Vikander,Action, Crime, Drama,Nan,TV-MA ,"27,242"
1440,Cooties, Elijah Wood, Rainn Wilson, Alison Pill, Jack McBrayer,Action, Comedy, Horror,0.06,R ,"27,149"
1441,Race to Witch Mountain, Dwayne Johnson, Carla Gugino, AnnaSophia Robb, Alexander Ludwig,Action, Adventure, Family,67.17,PG ,"61,350"
1442,Priest, Paul Bettany, Cam Gigandet, Maggie Q, Karl Urban,Action, Fantasy, Horror,29.14,PG-13 ,"121,809"
1443,Mighty Joe Young, Bill Paxton, Charlize Theron, Rade Serbedzija, Peter Firth,Action, Adventure, Family,50.63,PG ,"29,946"
1444,Sabotage, Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams,Action, Crime, Drama,10.51,R ,"64,840"
1445,Crocodile Dundee II, Paul Hogan, Linda Kozlowski, John Meillon, Ernie Dingo,Action, Adventure, Comedy,109.31,PG ,"59,097"
1446,Ben-Hur, Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi,Action, Drama, Romance,26.41,PG-13 ,"45,374"
1447,Close, Noomi Rapace, Olivia Jewson, Abdellatif Chaouqi, Sophie Nélisse,Action, Drama, Thriller,Nan,TV-MA ,"25,905"
1448,Bullet to the Head, Sylvester Stallone, Jason Momoa, Christian Slater, Sung Kang,Action, Crime, Thriller,9.48,R ,"51,119"
1449,Bandidas, Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam,Action, Comedy, Crime,Nan,PG-13 ,"36,359"
1450,Hudson Hawk, Bruce Willis, Danny Aiello, Andie MacDowell, James Coburn,Action, Adventure, Comedy,17.22,R ,"58,165"
1451,Drillbit Taylor, Owen Wilson, Josh Peck, Alex Frost, Nate Hartley,Action, Comedy, Crime,32.85,PG-13 ,"61,410"
1452,Money Train, Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake,Action, Comedy, Crime,35.32,R ,"42,069"
1453,Red Planet, Val Kilmer, Carrie-Anne Moss, Tom Sizemore, Benjamin Bratt,Action, Sci-Fi, Thriller,18.00,PG-13 ,"59,024"
1454,Nowhere to Run, Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin, Ted Levine,Action, Drama, Romance,22.19,R ,"25,226"
1455,The Art of War, Wesley Snipes, Donald Sutherland, Maury Chaykin, Anne Archer,Action, Adventure, Crime,30.21,R ,"30,403"
1456,Armored, Columbus Short, Matt Dillon, Laurence Fishburne, Jean Reno,Action, Crime, Thriller,15.99,PG-13 ,"31,316"
1457,The Meg, Jason Statham, Bingbing Li, Rainn Wilson, Cliff Curtis,Action, Horror, Sci-Fi,143.01,PG-13 ,"179,986"
1458,Strange World, Jake Gyllenhaal, Jaboukie Young-White, Gabrielle Union, Dennis Quaid,Animation, Action, Adventure,Nan,PG ,"39,801"
1459,Jurassic World: Dominion, Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill,Action, Adventure, Sci-Fi,376.85,PG-13 ,"183,329"
1460,Transformers: Age of Extinction, Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor, Stanley Tucci,Action, Adventure, Sci-Fi,245.44,PG-13 ,"320,653"
1461,Beast, Liyabuya Gongo, Martin Munro, Daniel Hadebe, Thapelo Sebogodi,Action, Adventure, Drama,31.85,R ,"33,779"
1462,Hulk, Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas,Action, Sci-Fi,Nan,132.18,PG-13 ,"272,600"
1463,Last Seen Alive, Gerard Butler, Jaimie Alexander, Russell Hornsby, Ethan Embry,Action, Mystery, Thriller,Nan,R ,"25,264"
1464,Charlie's Angels, Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray,Action, Adventure, Comedy,125.31,PG-13 ,"191,097"
1465,Spy Kids, Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino,Action, Adventure, Comedy,112.72,PG ,"121,672"
1466,Pixels, Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage,Action, Comedy, Fantasy,78.75,PG-13 ,"150,409"
1467,The Marksman, Katheryn Winnick, Liam Neeson, Teresa Ruiz, Juan Pablo Raba,Action, Drama, Thriller,Nan,PG-13 ,"40,066"
1468,R, Ryan Reynolds, Jeff Bridges, Mary-Louise Parker, Kevin Bacon,Action, Adventure, Comedy,33.62,PG-13 ,"139,570"
1469,The Pacifier, Vin Diesel, Brittany Snow, Max Thieriot, Brad Garrett,Action, Comedy, Drama,113.09,PG ,"97,501"
1470,Men in Black: International, Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson,Action, Adventure, Comedy,80.00,PG-13 ,"139,400"
1471,Alexander, Colin Farrell, Anthony Hopkins, Rosario Dawson, Angelina Jolie,Action, Biography, Drama,34.30,R ,"172,837"
1472,You Don't Mess with the Zohan, Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson,Action, Comedy,Nan,100.02,PG-13 ,"207,502"
1473,Pacific Rim: Uprising, John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman,Action, Adventure, Fantasy,59.87,PG-13 ,"121,161"
1474,The Dark Tower, Idris Elba, Matthew McConaughey, Tom Taylor, Dennis Haysbert,Action, Adventure, Fantasy,50.70,PG-13 ,"141,894"
1475,Alien vs, Sanaa Lathan, Lance Henriksen, Raoul Bova, Ewen Bremner,Action, Adventure, Horror,80.28,PG-13 ,"205,509"
1476,Assassin's Creed, Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson,Action, Adventure, Sci-Fi,54.65,PG-13 ,"203,016"
1477,Hold the Dark, Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough,Action, Crime, Drama,Nan,TV-MA ,"38,866"
1478,Judge Dredd, Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow,Action, Crime, Sci-Fi,34.69,R ,"121,195"
1479,Johnny Mnemonic, Keanu Reeves, Dolph Lundgren, Dina Meyer, Ice-T,Action, Drama, Sci-Fi,19.08,R ,"73,906"
1480,Wild Card, Jason Statham, Michael Angarano, Dominik Garcia, Milo Ventimiglia,Action, Crime, Drama,0.00,R ,"57,691"
1481,Machete Kills, Danny Trejo, Alexa PenaVega, Mel Gibson, Jessica Alba,Action, Crime, Thriller,8.01,R ,"80,631"
1482,Fantastic Four: Rise of the Silver Surfer, Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis,Action, Adventure, Fantasy,131.92,PG ,"270,991"
1483,The Specialist, Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger,Action, Drama, Thriller,57.36,R ,"67,860"
1484,Timeline, Paul Walker, Gerard Butler, Billy Connolly, Frances O'Connor,Action, Adventure, Sci-Fi,19.48,PG-13 ,"64,491"
1485,Double Impact, Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson,Action, Crime,Nan,30.10,R ,"42,281"
1486,The Ice Road, Liam Neeson, Marcus Thomas, Laurence Fishburne, Amber Midthunder,Action, Adventure, Thriller,Nan,PG-13 ,"43,864"
1487,Raw Deal, Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker, Paul Shenar,Action, Crime, Thriller,16.21,R ,"35,883"
1488,Jolt, Kate Beckinsale, Jai Courtney, Stanley Tucci, Bobby Cannavale,Action, Comedy, Crime,Nan,R ,"33,156"
1489,Jay and Silent Bob Reboot, Joey Lauren Adams, Ben Affleck, Fred Armisen, Diedrich Bader,Action, Adventure, Comedy,Nan,R ,"27,121"
1490,National Security, Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke,Action, Comedy, Crime,36.38,PG-13 ,"52,428"
1491,The Pink Panther 2, Steve Martin, Jean Reno, Emily Mortimer, Andy Garcia,Action, Adventure, Comedy,35.92,PG ,"46,643"
1492,Chain Reaction, Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward,Action, Drama, Sci-Fi,21.23,PG-13 ,"54,012"
1493,Brick Mansions, Paul Walker, David Belle, RZA, Goûchy Boy,Action, Crime, Thriller,20.40,PG-13 ,"43,228"
1494,Bad Company, Anthony Hopkins, Chris Rock, Matthew Marsh, Gabriel Macht,Action, Comedy, Thriller,30.16,PG-13 ,"48,991"
1495,MacGruber, Will Forte, Kristen Wiig, Val Kilmer, Ryan Phillippe,Action, Comedy,Nan,8.46,R ,"46,364"
1496,The Skulls, Joshua Jackson, Paul Walker, Hill Harper, Leslie Bibb,Action, Crime, Drama,35.05,PG-13 ,"32,987"
1497,Exit Wounds, Steven Seagal, DMX, Isaiah Washington, Anthony Anderson,Action, Crime, Thriller,51.76,R ,"36,183"
1498,Fire with Fire, Josh Duhamel, Bruce Willis, Rosario Dawson, Vincent D'Onofrio,Action, Thriller,Nan,Nan,R ,"27,077"
1499,Survivor, Milla Jovovich, Pierce Brosnan, Dylan McDermott, Paddy Wallace,Action, Crime, Thriller,Nan,PG-13 ,"34,664"
1500,The Quest, Jean-Claude Van Damme, Roger Moore, James Remar, Janet Gunn,Action, Adventure, Drama,21.60,PG-13 ,"27,016"
