,MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,GrossCollection,Certification,votes
1501,Sleepless, Jamie Foxx, Michelle Monaghan, Dermot Mulroney, Gabrielle Union,Action, Thriller,Nan,20.78,R ,"33,393"
1502,12 Rounds, John Cena, Ashley Scott, Aidan Gillen, Steve Harris,Action, Crime, Thriller,12.23,PG-13 ,"29,688"
1503,The Contract, John Cusack, Morgan Freeman, Jamie Anderson, Alice Krige,Action, Crime, Drama,Nan,R ,"25,542"
1504,Metro, Eddie Murphy, Michael Rapaport, Kim Miyori, Art Evans,Action, Comedy, Crime,31.99,R ,"28,317"
1505,Bang Bang, Hrithik Roshan, Katrina Kaif, Pawan Malhotra, Danny Denzongpa,Action, Adventure, Comedy,2.55,Not Rated ,"25,052"
1506,Once There Was a Tiger, Salman Khan, Katrina Kaif, Girish Karnad, Roshan Seth,Action, Adventure, Romance,2.35,Not Rated ,"36,202"
1507,Baywatch, Dwayne Johnson, Zac Efron, Alexandra Daddario, Priyanka Chopra Jonas,Action, Comedy, Crime,58.06,R ,"193,312"
1508,Willy's Wonderland, Nicolas Cage, Emily Tosta, Beth Grant, Ric Reitz,Action, Comedy, Horror,Nan,16+ ,"32,827"
1509,Green Lantern, Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong,Action, Adventure, Sci-Fi,116.60,PG-13 ,"289,780"
1510,Beverly Hills Cop III, Eddie Murphy, Jon Tenney, Joey Travolta, Eugene Collier,Action, Comedy, Crime,42.61,R ,"84,165"
1511,The Scorpion King, Dwayne Johnson, Steven Brand, Michael Clarke Duncan, Kelly Hu,Action, Adventure, Fantasy,91.05,PG-13 ,"141,835"
1512,The 355, Jessica Chastain, Penélope Cruz, Bingbing Fan, Diane Kruger,Action, Thriller,Nan,Nan,PG-13 ,"32,997"
1513,The Cloverfield Paradox, Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz,Action, Adventure, Horror,Nan,PG-13 ,"108,805"
1514,George of the Jungle, Brendan Fraser, Leslie Mann, Thomas Haden Church, Richard Roundtree,Action, Adventure, Comedy,105.26,PG ,"81,606"
1515,The Core, Aaron Eckhart, Hilary Swank, Delroy Lindo, Bruce Greenwood,Action, Adventure, Sci-Fi,31.19,PG-13 ,"104,140"
1516,Resident Evil: The Final Chapter, Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts,Action, Horror, Sci-Fi,26.83,R ,"97,323"
1517,Snakes on a Plane, Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard,Action, Adventure, Crime,34.02,R ,"141,883"
1518,Under Siege 2: Dark Territory, Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl,Action, Adventure, Thriller,50.02,R ,"48,415"
1519,Sweet Girl, Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Adria Arjona,Action, Drama, Thriller,Nan,R ,"33,412"
1520,Your Highness, Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker,Action, Adventure, Comedy,21.60,R ,"102,834"
1521,Virtuosity, Denzel Washington, Russell Crowe, Kelly Lynch, Stephen Spinella,Action, Crime, Sci-Fi,24.05,R ,"31,161"
1522,Lara Croft: Tomb Raider - The Cradle of Life, Angelina Jolie, Gerard Butler, Chris Barrie, Ciarán Hinds,Action, Adventure, Fantasy,65.66,PG-13 ,"141,468"
1523,Peninsula, Gang Dong-won, Lee Jung-hyun, Re Lee, Hae-hyo Kwon,Action, Horror, Thriller,1.23,Not Rated ,"35,023"
1524,Collateral Damage, Arnold Schwarzenegger, John Leguizamo, Francesca Neri, Elias Koteas,Action, Drama, Thriller,40.08,R ,"76,448"
1525,Seventh Son, Ben Barnes, Julianne Moore, Jeff Bridges, Alicia Vikander,Action, Adventure, Fantasy,17.22,PG-13 ,"78,963"
1526,Mortdecai, Johnny Depp, Gwyneth Paltrow, Ewan McGregor, Olivia Munn,Action, Adventure, Comedy,7.61,R ,"74,822"
1527,Volcano, Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle,Action, Drama, Sci-Fi,49.32,PG-13 ,"78,964"
1528,Star Trek V: The Final Frontier, William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan,Action, Adventure, Fantasy,52.21,PG ,"62,103"
1529,Eight Legged Freaks, David Arquette, Kari Wuhrer, Scott Terra, Scarlett Johansson,Action, Adventure, Comedy,17.32,PG-13 ,"58,733"
1530,Pompeii, Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje,Action, Adventure, Drama,23.22,PG-13 ,"113,570"
1531,The Bounty Hunter, Jennifer Aniston, Gerard Butler, Gio Perez, Joel Marsh Garland,Action, Comedy, Romance,67.06,PG-13 ,"130,890"
1532,Brahmastra Part One: Shiva, Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Nagarjuna Akkineni,Action, Adventure, Fantasy,Nan,M ,"108,489"
1533,Babylon A, Vin Diesel, Michelle Yeoh, Mélanie Thierry, Gérard Depardieu,Action, Adventure, Sci-Fi,22.53,PG-13 ,"97,115"
1534,Beverly Hills Ninja, Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker,Action, Comedy,Nan,31.24,PG-13 ,"42,726"
1535,Whiteout, Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short,Action, Crime, Mystery,10.28,R ,"39,644"
1536,Cop Out, Bruce Willis, Tracy Morgan, Juan Carlos Hernández, Cory Fernandez,Action, Comedy, Crime,44.88,R ,"89,261"
1537,Fighting, Channing Tatum, Terrence Howard, Luis Guzmán, Zulay Henao,Action, Crime, Drama,23.04,PG-13 ,"33,725"
1538,Stolen, Nicolas Cage, Malin Akerman, Josh Lucas, Danny Huston,Action, Crime, Thriller,0.30,R ,"45,727"
1539,Showtime, Robert De Niro, Eddie Murphy, Rene Russo, Rachael Harris,Action, Comedy, Crime,38.08,PG-13 ,"64,140"
1540,The Man, Samuel L. Jackson, Eugene Levy, Miguel Ferrer, Luke Goss,Action, Comedy, Crime,8.33,PG-13 ,"26,191"
1541,Taxi 4, Samy Naceri, Frédéric Diefenthal, Bernard Farcy, Emma Wiklund,Action, Comedy, Crime,Nan,Not Rated ,"29,620"
1542,Gunjan Saxena: The Kargil Girl, Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Manav Vij,Action, Biography, Drama,Nan,TV-14 ,"35,143"
1543,65, Adam Driver, Ariana Greenblatt, Chloe Coleman, Nika King,Action, Adventure, Drama,Nan,PG-13 ,"43,638"
1544,Shotgun Wedding, Jennifer Lopez, Josh Duhamel, Lenny Kravitz, Jennifer Coolidge,Action, Comedy, Romance,Nan,R ,"30,983"
1545,Gods of Egypt, Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman,Action, Adventure, Drama,31.15,PG-13 ,"120,937"
1546,Wonder Woman 1984, Gal Gadot, Chris Pine, Kristen Wiig, Pedro Pascal,Action, Adventure, Fantasy,46.37,PG-13 ,"278,140"
1547,The Mummy, Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe,Action, Adventure, Fantasy,80.10,PG-13 ,"196,190"
1548,Infinite, Mark Wahlberg, Chiwetel Ejiofor, Sophie Cookson, Dylan O'Brien,Action, Sci-Fi, Thriller,Nan,PG-13 ,"55,296"
1549,Batman Forever, Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman,Action, Adventure,Nan,184.03,PG-13 ,"258,544"
1550,Spiderhead, Chris Hemsworth, Miles Teller, Jurnee Smollett, Mark Paguio,Action, Crime, Drama,Nan,R ,"61,554"
1551,The Forever Purge, Ana de la Reguera, Tenoch Huerta, Josh Lucas, Leven Rambin,Action, Crime, Horror,44.54,R ,"37,769"
1552,Ava, Jessica Chastain, John Malkovich, Common, Geena Davis,Action, Drama, Thriller,0.50,R ,"59,117"
1553,Godzilla, Matthew Broderick, Jean Reno, Maria Pitillo, Hank Azaria,Action, Sci-Fi, Thriller,136.31,PG-13 ,"197,407"
1554,Big Game, Samuel L. Jackson, Onni Tommila, Ray Stevenson, Victor Garber,Action, Adventure, Comedy,0.02,PG-13 ,"34,294"
1555,Snake Eyes, Henry Golding, Andrew Koji, Haruka Abe, Takehiro Hira,Action, Adventure, Crime,Nan,PG-13 ,"41,649"
1556,Drive Angry, Nicolas Cage, Amber Heard, William Fichtner, Billy Burke,Action, Comedy, Fantasy,10.71,R ,"101,414"
1557,Maximum Overdrive, Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith,Action, Comedy, Horror,7.43,R ,"33,932"
1558,"Game Over, Man!", Adam Devine, Anders Holm, Blake Anderson, Chloe Bridges,Action, Comedy,Nan,Nan,TV-MA ,"31,801"
1559,Æon Flux, Charlize Theron, Frances McDormand, Sophie Okonedo, Marton Csokas,Action, Adventure, Sci-Fi,25.86,PG-13 ,"130,660"
1560,Vampire Academy, Zoey Deutch, Lucy Fry, Danila Kozlovskiy, Gabriel Byrne,Action, Comedy, Drama,7.79,PG-13 ,"55,846"
1561,Blackhat, Chris Hemsworth, Viola Davis, Tang Wei, Leehom Wang,Action, Crime, Thriller,7.10,R ,"61,974"
1562,Killers, Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara,Action, Comedy, Romance,47.06,PG-13 ,"93,758"
1563,The Happytime Murders, Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Leslie David Baker,Action, Comedy, Crime,20.71,R ,"29,349"
1564,Outside the Wire, Anthony Mackie, Damson Idris, Enzo Cilenti, Emily Beecham,Action, Adventure, Fantasy,Nan,R ,"43,973"
1565,Pathfinder, Karl Urban, Clancy Brown, Moon Bloodgood, Russell Means,Action, Adventure, Drama,10.23,R ,"45,383"
1566,The Last Legion, Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan, Peter Mullan,Action, Adventure, History,5.93,PG-13 ,"36,466"
1567,Season of the Witch, Nicolas Cage, Ron Perlman, Claire Foy, Stephen Campbell Moore,Action, Adventure, Fantasy,24.83,PG-13 ,"96,046"
1568,The Man with the Iron Fists, Russell Crowe, Cung Le, Lucy Liu, RZA,Action,Nan,Nan,15.63,R ,"63,510"
1569,The Spy Next Door, Jackie Chan, Amber Valletta, Billy Ray Cyrus, Madeline Carroll,Action, Comedy, Family,24.27,PG ,"45,466"
1570,D3: The Mighty Ducks, Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling,Action, Comedy, Drama,22.94,PG ,"27,803"
1571,The Tuxedo, Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar,Action, Comedy, Sci-Fi,50.55,PG-13 ,"86,109"
1572,Battle for the Planet of the Apes, Roddy McDowall, Claude Akins, Natalie Trundy, Severn Darden,Action, Sci-Fi,Nan,8.84,G ,"32,154"
1573,Bulletproof Monk, Chow Yun-Fat, Seann William Scott, Jaime King, Karel Roden,Action, Comedy, Fantasy,23.02,PG-13 ,"51,267"
1574,I Spy, Eddie Murphy, Owen Wilson, Famke Janssen, Malcolm McDowell,Action, Adventure, Comedy,33.56,PG-13 ,"52,455"
1575,Killing Season, Robert De Niro, John Travolta, Milo Ventimiglia, Liz Olin,Action, Drama, Thriller,0.03,R ,"38,125"
1576,Dhoom 3, Aamir Khan, Katrina Kaif, Abhishek Bachchan, Uday Chopra,Action, Crime, Drama,8.03,Not Rated ,"47,621"
1577,Masters of the Universe, Dolph Lundgren, Frank Langella, Meg Foster, Billy Barty,Action, Adventure, Fantasy,17.34,PG ,"42,377"
1578,The Predator, Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan-Michael Key,Action, Adventure, Horror,51.02,R ,"137,795"
1579,Jupiter Ascending, Channing Tatum, Mila Kunis, Eddie Redmayne, Sean Bean,Action, Adventure, Sci-Fi,47.39,PG-13 ,"191,287"
1580,Ghost Rider, Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long,Action, Fantasy, Thriller,115.80,PG-13 ,"244,980"
1581,Robin Hood, Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson,Action, Adventure, Drama,30.82,PG-13 ,"76,524"
1582,Geostorm, Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara,Action, Sci-Fi, Thriller,33.70,PG-13 ,"112,437"
1583,Point Break, Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer,Action, Adventure, Crime,28.78,PG-13 ,"64,538"
1584,Daredevil, Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan,Action, Crime,Nan,102.54,PG-13 ,"223,991"
1585,The New Mutants, Maisie Williams, Anya Taylor-Joy, Charlie Heaton, Alice Braga,Action, Horror, Mystery,23.86,PG-13 ,"83,990"
1586,Resident Evil: Retribution, Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer,Action, Horror, Sci-Fi,42.35,R ,"146,062"
1587,Tank Girl, Lori Petty, Ice-T, Naomi Watts, Don Harvey,Action, Comedy, Sci-Fi,4.06,R ,"33,185"
1588,Max Payne, Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris,Action, Crime, Drama,40.69,PG-13 ,"128,095"
1589,Congo, Laura Linney, Tim Curry, Dylan Walsh, Ernie Hudson,Action, Adventure, Mystery,81.02,PG-13 ,"47,130"
1590,The Karate Kid Part III, Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith,Action, Drama, Family,38.96,PG ,"66,227"
1591,Red Dawn, Chris Hemsworth, Isabel Lucas, Josh Hutcherson, Josh Peck,Action, Drama,Nan,44.81,PG-13 ,"78,737"
1592,Spy Kids 2: Island of Lost Dreams, Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino,Action, Adventure, Comedy,85.85,PG ,"70,269"
1593,Land of the Lost, Will Ferrell, Danny McBride, Anna Friel, Jorma Taccone,Action, Adventure, Comedy,49.44,PG-13 ,"73,189"
1594,One for the Money, Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo,Action, Comedy, Crime,26.41,PG-13 ,"43,307"
1595,Spy Hard, Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden,Action, Comedy,Nan,29.00,PG-13 ,"39,115"
1596,Hollywood Homicide, Harrison Ford, Josh Hartnett, Isaiah Washington, Lena Olin,Action, Comedy, Crime,30.01,PG-13 ,"38,302"
1597,The Colony, Kevin Zegers, Laurence Fishburne, Bill Paxton, Charlotte Sullivan,Action, Horror, Sci-Fi,Nan,Not Rated ,"46,215"
1598,Bangkok Dangerous, Nicolas Cage, Charlie Yeung, Shahkrit Yamnarm, Panward Hemmanee,Action, Crime, Thriller,15.28,R ,"57,524"
1599,Universal Soldier: Regeneration, Dolph Lundgren, Jean-Claude Van Damme, Andrei Arlovski, Mike Pyle,Action, Adventure, Sci-Fi,Nan,R ,"26,045"
1600,The Way to Paradise, Enzo Zelocchi, Jennifer Lyons, Bryson Jones Allman, Brandi Maclaren,Action, Comedy, Thriller,Nan,Nan,"32,346"
1601,F9: The Fast Saga, Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson,Action, Crime, Thriller,173.20,PG-13 ,"144,478"
1602,Transformers: The Last Knight, Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock,Action, Adventure, Sci-Fi,130.17,PG-13 ,"157,814"
1603,The Covenant, Steven Strait, Sebastian Stan, Toby Hemingway, Taylor Kitsch,Action, Adventure, Fantasy,23.29,PG-13 ,"50,718"
1604,Morbius, Jared Leto, Matt Smith, Adria Arjona, Jared Harris,Action, Adventure, Horror,73.87,PG-13 ,"136,589"
1605,xXx: Return of Xander Cage, Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu,Action, Adventure, Thriller,44.90,PG-13 ,"94,390"
1606,Legion, Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black,Action, Fantasy, Horror,40.17,R ,"107,809"
1607,Hellboy, David Harbour, Milla Jovovich, Ian McShane, Sasha Lane,Action, Adventure, Fantasy,21.90,R ,"93,844"
1608,Resident Evil: Welcome to Raccoon City, Kaya Scodelario, Robbie Amell, Hannah John-Kamen, Tom Hopper,Action, Horror, Sci-Fi,17.00,R ,"58,001"
1609,Spawn, Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle,Action, Drama, Horror,54.97,PG-13 ,"70,200"
1610,The Mummy: Tomb of the Dragon Emperor, Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh,Action, Adventure, Fantasy,102.49,PG-13 ,"165,762"
1611,Independence Day: Resurgence, Liam Hemsworth, Jeff Goldblum, Bill Pullman, Maika Monroe,Action, Adventure, Sci-Fi,103.14,PG-13 ,"183,601"
1612,The 5th Wave, Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders,Action, Adventure, Sci-Fi,34.92,PG-13 ,"113,229"
1613,Monster Hunter, Milla Jovovich, Tony Jaa, Ron Perlman, T.I.,Action, Adventure, Fantasy,15.16,PG-13 ,"63,598"
1614,The Bad Batch, Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves,Action, Horror, Mystery,0.18,R ,"33,551"
1615,Mighty Morphin Power Rangers, Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank,Action, Adventure, Family,38.19,PG ,"28,979"
1616,Lost in Space, Gary Oldman, William Hurt, Matt LeBlanc, Mimi Rogers,Action, Adventure, Family,69.12,PG-13 ,"73,664"
1617,Doom, Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei,Action, Horror, Sci-Fi,28.21,R ,"115,939"
1618,A Good Day to Die Hard, Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead,Action, Thriller,Nan,67.35,R ,"210,746"
1619,Big Momma's House, Martin Lawrence, Nia Long, Paul Giamatti, Jascha Washington,Action, Comedy, Crime,117.56,PG-13 ,"88,030"
1620,The Transporter Refueled, Ed Skrein, Loan Chabanol, Ray Stevenson, Lenn Kudrjawizki,Action, Thriller,Nan,16.03,PG-13 ,"43,308"
1621,Paul Blart: Mall Cop, Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez,Action, Comedy, Crime,20.82,PG ,"113,508"
1622,The First Purge, Y'lan Noel, Lex Scott Davis, Joivan Wade, Steve Harris,Action, Horror, Sci-Fi,69.49,R ,"66,351"
1623,The Medallion, Jackie Chan, Lee Evans, Claire Forlani, Julian Sands,Action, Comedy, Fantasy,22.11,PG-13 ,"42,737"
1624,Mutant Chronicles, Thomas Jane, Ron Perlman, Devon Aoki, Sean Pertwee,Action, Adventure, Mystery,0.01,R ,"26,784"
1625,Beast, Joseph Vijay, Pooja Hegde, K. Selvaraghavan, Shine Tom Chacko,Action, Thriller,Nan,Nan,UA ,"34,397"
1626,Bachchhan Paandey, Akshay Kumar, Kriti Sanon, Jacqueline Fernandez, Pankaj Tripathi,Action, Comedy, Crime,Nan,UA ,"36,149"
1627,Moonfall, Halle Berry, Patrick Wilson, John Bradley, Charlie Plummer,Action, Adventure, Sci-Fi,19.06,PG-13 ,"87,981"
1628,Conan the Barbarian, Jason Momoa, Ron Perlman, Rose McGowan, Stephen Lang,Action, Adventure, Fantasy,21.30,R ,"100,729"
1629,Red Sonja, Arnold Schwarzenegger, Brigitte Nielsen, Sandahl Bergman, Paul L. Smith,Action, Adventure, Fantasy,6.95,PG-13 ,"43,303"
1630,Eragon, Ed Speleers, Sienna Guillory, Jeremy Irons, John Malkovich,Action, Adventure, Family,75.03,PG ,"128,277"
1631,"10,000 BC", Camilla Belle, Steven Strait, Marco Khan, Cliff Curtis,Action, Adventure, Drama,94.78,PG-13 ,"133,305"
1632,"I, Frankenstein", Aaron Eckhart, Bill Nighy, Miranda Otto, Virginie Le Brun,Action, Fantasy, Sci-Fi,19.08,PG-13 ,"82,503"
1633,G-Force, Will Arnett, Penélope Cruz, Zach Galifianakis, Bill Nighy,Animation, Action, Adventure,119.44,PG ,"48,224"
1634,Agent Cody Banks, Frankie Muniz, Hilary Duff, Andrew Francis, Angie Harmon,Action, Adventure, Comedy,47.94,PG ,"35,952"
1635,Abduction, Taylor Lautner, Lily Collins, Alfred Molina, Jake Andolina,Action, Mystery, Thriller,28.09,PG-13 ,"81,840"
1636,Cats & Dogs, Alec Baldwin, Tobey Maguire, Jeff Goldblum, Elizabeth Perkins,Action, Adventure, Comedy,93.39,PG ,"61,012"
1637,Miss Congeniality 2: Armed & Fabulous, Sandra Bullock, Regina King, William Shatner, Enrique Murciano,Action, Comedy, Crime,48.48,PG-13 ,"77,565"
1638,Get Carter, Sylvester Stallone, Rachael Leigh Cook, Miranda Richardson, Rhona Mitra,Action, Crime, Drama,14.97,R ,"35,529"
1639,Stealth, Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard,Action, Adventure, Sci-Fi,32.12,PG-13 ,"55,151"
1640,Alex Cross, Tyler Perry, Matthew Fox, Rachel Nichols, Edward Burns,Action, Crime, Mystery,25.89,PG-13 ,"34,772"
1641,Stormbreaker, Alex Pettyfer, Mickey Rourke, Sophie Okonedo, Sarah Bolger,Action, Adventure, Family,0.65,PG ,"25,155"
1642,Hot Pursuit, Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley,Action, Comedy, Crime,34.51,PG-13 ,"52,532"
1643,How It Ends, Theo James, Kat Graham, Nancy Sorel, Nicole Ari Parker,Action, Drama, Horror,Nan,TV-MA ,"55,571"
1644,Superman III, Christopher Reeve, Richard Pryor, Margot Kidder, Jackie Cooper,Action, Adventure, Comedy,59.95,PG ,"72,415"
1645,The Twilight Saga: Eclipse, Kristen Stewart, Robert Pattinson, Taylor Lautner, Xavier Samuel,Action, Adventure, Drama,300.53,PG-13 ,"251,829"
1646,See No Evil, Glenn Jacobs, Christina Vidal, Michael J. Pagan, Samantha Noble,Action, Horror, Thriller,15.03,R ,"28,013"
1647,Cyborg, Jean-Claude Van Damme, Deborah Richter, Vincent Klyn, Alex Daniels,Action, Sci-Fi, Thriller,10.17,R ,"32,646"
1648,Shadow in the Cloud, Chloë Grace Moretz, Nick Robinson, Beulah Koale, Taylor John Smith,Action, Horror, War,Nan,R ,"28,563"
1649,The Phantom, Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones,Action, Adventure, Comedy,17.30,PG ,"34,877"
1650,Virus, Jamie Lee Curtis, Donald Sutherland, William Baldwin, Joanna Pacula,Action, Horror, Sci-Fi,14.01,R ,"28,955"
1651,Dilwale, Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon,Action, Comedy, Drama,4.83,Not Rated ,"36,470"
1652,Charlie's Angels, Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks,Action, Adventure, Comedy,17.80,PG-13 ,"76,468"
1653,The Darkest Hour, Emile Hirsch, Olivia Thirlby, Max Minghella, Rachael Taylor,Action, Adventure, Horror,21.43,PG-13 ,"62,306"
1654,Charlie's Angels: Full Throttle, Drew Barrymore, Lucy Liu, Cameron Diaz, Bernie Mac,Action, Adventure, Comedy,100.83,PG-13 ,"130,295"
1655,Dracula 2000, Gerard Butler, Justine Waddell, Jonny Lee Miller, Christopher Plummer,Action, Fantasy, Horror,33.02,R ,"35,076"
1656,Wild Wild West, Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek,Action, Comedy, Sci-Fi,113.81,PG-13 ,"163,785"
1657,The Cold Light of Day, Henry Cavill, Bruce Willis, Sigourney Weaver, Verónica Echegui,Action, Thriller,Nan,3.75,PG-13 ,"38,463"
1658,Ghosts of Mars, Natasha Henstridge, Ice Cube, Pam Grier, Jason Statham,Action, Horror, Sci-Fi,8.43,R ,"56,133"
1659,Blues Brothers 2000, Dan Aykroyd, John Goodman, Walter Levine, Tom Davis,Action, Comedy, Crime,13.98,PG-13 ,"34,043"
1660,Happy New Year, Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Boman Irani,Action, Comedy, Crime,Nan,Not Rated ,"38,909"
1661,Anaconda, Jon Voight, Jennifer Lopez, Eric Stoltz, Ice Cube,Action, Adventure, Horror,65.89,PG-13 ,"107,724"
1662,The Ridiculous 6, Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner,Action, Adventure, Comedy,Nan,TV-14 ,"51,367"
1663,After Earth, Jaden Smith, David Denman, Will Smith, Sophie Okonedo,Action, Adventure, Sci-Fi,60.52,PG-13 ,"204,958"
1664,DOA: Dead or Alive, Jaime Pressly, Devon Aoki, Sarah Carter, Holly Valance,Action, Adventure, Mystery,0.48,PG-13 ,"45,558"
1665,Teenage Mutant Ninja Turtles III, Elias Koteas, Paige Turco, Stuart Wilson, Sab Shimono,Action, Adventure, Comedy,42.66,PG ,"34,574"
1666,Tekken, Jonathan Patrick Foo, Kelly Overton, Cary-Hiroyuki Tagawa, Ian Anthony Dale,Action, Crime, Drama,Nan,R ,"27,973"
1667,Double Team, Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke, Paul Freeman,Action, Comedy, Sci-Fi,11.44,R ,"35,516"
1668,Crocodile Dundee in Los Angeles, Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks,Action, Adventure, Comedy,25.64,PG ,"25,588"
